Accession,Release_Date,Species,Length,Nuc_Completeness,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT627749,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-25
MT627750,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-20
MT627751,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-04
MT627752,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-12
MT627753,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,partial,"USA: Washington,King County",WA,Homo sapiens,,2020-04-04
MT627754,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-23
MT627755,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-20
MT627756,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-02
MT627757,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-13
MT627758,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-12
MT627759,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-04
MT627760,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-18
MT627761,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-04
MT627762,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-23
MT627763,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-19
MT627764,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-26
MT627765,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-26
MT627766,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-19
MT627767,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-26
MT627920,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: Washington,WA,Homo sapiens,,2020-04-23
MT627921,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: Washington,WA,Homo sapiens,,2020-04-23
MT627922,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: Washington,WA,Homo sapiens,,2020-04-23
MT627923,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA: Washington,WA,Homo sapiens,,2020-04-15
MT627924,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: Washington,WA,Homo sapiens,,2020-04-01
MT627925,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: Washington,WA,Homo sapiens,,2020-04-23
MT627926,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: Washington,WA,Homo sapiens,,2020-04-13
MT627927,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: Washington,WA,Homo sapiens,,2020-04-23
MT627928,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: Washington,WA,Homo sapiens,,2020-04-13
MT627929,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: Washington,WA,Homo sapiens,,2020-04-23
MT627930,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-23
MT627931,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-03-20
MT627932,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-03-26
MT628037,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-17
MT628038,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-17
MT628039,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-19
MT628040,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-19
MT628041,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-17
MT628042,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,"USA: Washington,Asotin County",WA,Homo sapiens,,2020-04-20
MT628043,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-18
MT628044,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,complete,USA: Washington,WA,Homo sapiens,,2020-04-16
MT628045,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-17
MT628046,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-18
MT628047,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-21
MT628048,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-18
MT628049,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-17
MT628050,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-17
MT628051,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-21
MT628052,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-18
MT628053,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-20
MT628054,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-21
MT628055,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-17
MT628056,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-21
MT628057,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-21
MT628058,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-18
MT628059,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-17
MT628060,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-17
MT628061,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-22
MT628062,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-18
MT628063,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-19
MT628064,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-18
MT628065,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-18
MT628066,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-22
MT628067,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-21
MT628068,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-21
MT628069,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-22
MT628070,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: Washington,WA,Homo sapiens,,2020-04-15
MT628071,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,King County",WA,Homo sapiens,,2020-04-16
MT628072,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,partial,"USA: Washington,King County",WA,Homo sapiens,,2020-04-19
MT628073,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-17
MT628074,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,"USA: Washington,Snohomish County",WA,Homo sapiens,,2020-04-21
MT628075,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-20
MT628076,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-22
MT628077,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,"USA: Washington,Pierce County",WA,Homo sapiens,,2020-04-18
MT628078,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-20
MT628079,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-19
MT628080,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-21
MT628081,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-17
MT628082,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-04-19
MT628083,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,partial,USA: CA,CA,Homo sapiens,,2020-04-26
MT628084,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: CA,CA,Homo sapiens,,2020-04-26
MT628085,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,complete,USA: CA,CA,Homo sapiens,,2020-04-25
MT628086,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,partial,USA: CA,CA,Homo sapiens,,2020-04-25
MT628087,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,complete,USA: CA,CA,Homo sapiens,,2020-05-05
MT628088,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29811,complete,USA: CA,CA,Homo sapiens,,2020-05-06
MT628089,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29648,complete,USA: CA,CA,Homo sapiens,,2020-05-06
MT628090,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: CA,CA,Homo sapiens,,2020-05-16
MT628091,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,USA: CA,CA,Homo sapiens,,2020-05-20
MT628092,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: CA,CA,Homo sapiens,,2020-05-20
MT628093,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: CA,CA,Homo sapiens,,2020-05-21
MT628094,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,partial,USA: CA,CA,Homo sapiens,,2020-03-22
MT628095,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: CA,CA,Homo sapiens,,2020-04-02
MT628096,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,partial,USA: CA,CA,Homo sapiens,,2020-04-01
MT628097,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT628098,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,complete,USA: CA,CA,Homo sapiens,,2020-04-08
MT628099,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,partial,USA: CA,CA,Homo sapiens,,2020-04-09
MT628100,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,complete,USA: CA,CA,Homo sapiens,,2020-04-09
MT628101,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,complete,USA: CA,CA,Homo sapiens,,2020-04-10
MT628102,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,complete,USA: CA,CA,Homo sapiens,,2020-04-11
MT628103,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,partial,USA: CA,CA,Homo sapiens,,2020-04-11
MT628104,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,complete,USA: CA,CA,Homo sapiens,,2020-04-11
MT628105,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,complete,USA: CA,CA,Homo sapiens,,2020-04-12
MT628106,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,partial,USA: CA,CA,Homo sapiens,,2020-04-11
MT628107,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,partial,USA: CA,CA,Homo sapiens,,2020-04-12
MT628108,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,partial,USA: CA,CA,Homo sapiens,,2020-04-12
MT628109,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,partial,USA: CA,CA,Homo sapiens,,2020-04-13
MT628110,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29809,complete,USA: CA,CA,Homo sapiens,,2020-04-13
MT628111,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,partial,USA: CA,CA,Homo sapiens,,2020-04-17
MT628112,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,partial,USA: CA,CA,Homo sapiens,,2020-04-18
MT628113,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,complete,USA: CA,CA,Homo sapiens,,2020-04-18
MT628114,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,partial,USA: CA,CA,Homo sapiens,,2020-04-19
MT628115,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,partial,USA: CA,CA,Homo sapiens,,2020-04-19
MT628116,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,complete,USA: CA,CA,Homo sapiens,,2020-04-19
MT628117,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,partial,USA: CA,CA,Homo sapiens,,2020-04-19
MT628118,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: CA,CA,Homo sapiens,,2020-04-18
MT628119,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: CA,CA,Homo sapiens,,2020-04-20
MT628120,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,partial,USA: CA,CA,Homo sapiens,,2020-04-20
MT628121,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,complete,USA: CA,CA,Homo sapiens,,2020-04-20
